ID,Reserve.Location,Camera.Site,Setup.Date,Last.Photo.Date,Cam.Days,Lat_Y,Long_X,Cam.Brand,Flash,RSA.Vegetation,RSA.Biome,Reserve.Area..km2.,Stablishment.Year,EVI.mean,EVI.sd,NDVI.Mean,NDVI.sd,Season,Managent.Type,Official.Name,Elev.m
215,MAD,MAD_C04,2018-07-07,2018-10-08,93,-24.7086,26.34894,Cuddeback,Black,KALAHARI THORNVELD AND SHRUB BUSHVELD,Savanna,614.26,1991,0.1723,0.029662041,0.321914286,0.062388071,winter-spring,Provintial Reserve,Madikwe Game Reserve,964
216,MAD,MAD_C05,2018-07-07,2018-10-08,93,-24.70683,26.37296,Cuddeback,Black,KALAHARI THORNVELD AND SHRUB BUSHVELD,Savanna,614.26,1991,0.155314286,0.015085471,0.279585714,0.040235284,winter-spring,Provintial Reserve,Madikwe Game Reserve,964
217,MAD,MAD_C06,2018-07-07,2018-10-08,93,-24.71081,26.39456,Cuddeback,Black,KALAHARI THORNVELD AND SHRUB BUSHVELD,Savanna,614.26,1991,0.139942857,0.014341531,0.264242857,0.032426474,winter-spring,Provintial Reserve,Madikwe Game Reserve,964
218,MAD,MAD_C07,2018-07-07,2018-10-08,93,-24.70953,26.41677,Cuddeback,Black,MIXED BUSHVELD,Savanna,614.26,1991,0.131328571,0.011273969,0.245057143,0.023920692,winter-spring,Provintial Reserve,Madikwe Game Reserve,957
219,MAD,MAD_D03,2018-07-07,2018-10-04,89,-24.72961,26.32737,Cuddeback,Black,KALAHARI THORNVELD AND SHRUB BUSHVELD,Savanna,614.26,1991,0.152914286,0.031485151,0.283142857,0.063508578,winter-spring,Provintial Reserve,Madikwe Game Reserve,1027
220,MAD,MAD_D04,2018-07-07,2018-10-08,93,-24.72961,26.35212,Cuddeback,Black,MIXED BUSHVELD,Savanna,614.26,1991,0.162528571,0.028851442,0.3093,0.0601915,winter-spring,Provintial Reserve,Madikwe Game Reserve,964
221,MAD,MAD_D05,2018-07-07,2018-10-07,92,-24.73157,26.37519,Cuddeback,Black,MIXED BUSHVELD,Savanna,614.26,1991,0.163314286,0.020947031,0.297485714,0.04680874,winter-spring,Provintial Reserve,Madikwe Game Reserve,964
222,MAD,MAD_D06,2018-07-07,2018-10-06,91,-24.72846,26.39541,Cuddeback,Black,MIXED BUSHVELD,Savanna,614.26,1991,0.159528571,0.01534663,0.281628571,0.032518032,winter-spring,Provintial Reserve,Madikwe Game Reserve,964
223,MAD,MAD_D07,2018-07-07,2018-10-08,93,-24.72942,26.41559,Cuddeback,Black,MIXED BUSHVELD,Savanna,614.26,1991,0.117785714,0.012203473,0.245328571,0.024970497,winter-spring,Provintial Reserve,Madikwe Game Reserve,964
224,MAD,MAD_E04,2018-07-07,2018-10-08,93,-24.75103,26.34968,Cuddeback,Black,MIXED BUSHVELD,Savanna,614.26,1991,0.160357143,0.035588428,0.292357143,0.05654343,winter-spring,Provintial Reserve,Madikwe Game Reserve,1053
225,MAD,MAD_E06,2018-07-07,2018-10-07,92,-24.75061,26.3965,Cuddeback,Black,MIXED BUSHVELD,Savanna,614.26,1991,0.1709,0.02982471,0.322057143,0.045181481,winter-spring,Provintial Reserve,Madikwe Game Reserve,1053
226,MAD,MAD_E07,2018-07-07,2018-10-04,89,-24.74914,26.41641,Cuddeback,Black,MIXED BUSHVELD,Savanna,614.26,1991,0.146228571,0.012352829,0.292785714,0.030917602,winter-spring,Provintial Reserve,Madikwe Game Reserve,964
227,MAD,MAD_F03,2018-07-07,2018-09-28,83,-24.77276,26.19587,Cuddeback,Black,MIXED BUSHVELD,Savanna,614.26,1991,0.1474,0.022830243,0.293771429,0.051087073,winter-spring,Provintial Reserve,Madikwe Game Reserve,1151
228,MAD,MAD_F04,2018-07-07,2018-10-06,91,-24.76886,26.21653,Cuddeback,Black,MIXED BUSHVELD,Savanna,614.26,1991,0.147,0.023817291,0.276085714,0.047063589,winter-spring,Provintial Reserve,Madikwe Game Reserve,1151
229,MAD,MAD_F05,2018-07-07,2018-10-06,91,-24.77128,26.2366,Cuddeback,Black,MIXED BUSHVELD,Savanna,614.26,1991,0.161842857,0.027647957,0.312171429,0.065814961,winter-spring,Provintial Reserve,Madikwe Game Reserve,1151
230,MAD,MAD_G04,2018-07-07,2018-10-08,93,-24.78891,26.21991,Cuddeback,Black,MIXED BUSHVELD,Savanna,614.26,1991,0.165214286,0.026516626,0.3182,0.059623234,winter-spring,Provintial Reserve,Madikwe Game Reserve,1151
231,MAD,MAD_G05,2018-07-07,2018-10-05,90,-24.78618,26.24012,Cuddeback,Black,MIXED BUSHVELD,Savanna,614.26,1991,0.162928571,0.027559373,0.3183,0.06415845,winter-spring,Provintial Reserve,Madikwe Game Reserve,1151
232,MAD,MAD_G06,2018-07-07,2018-10-08,93,-24.78916,26.26214,Cuddeback,Black,MIXED BUSHVELD,Savanna,614.26,1991,0.153557143,0.02617084,0.309771429,0.062084075,winter-spring,Provintial Reserve,Madikwe Game Reserve,1111
233,MAD,MAD_G07,2018-07-07,2018-09-29,84,-24.79278,26.28168,Cuddeback,Black,MIXED BUSHVELD,Savanna,614.26,1991,0.152214286,0.021088973,0.315157143,0.054490117,winter-spring,Provintial Reserve,Madikwe Game Reserve,1111
234,MAD,MAD_G08,2018-07-07,2018-10-04,89,-24.79028,26.30385,Cuddeback,Black,MIXED BUSHVELD,Savanna,614.26,1991,0.1523,0.019103665,0.302414286,0.0440979,winter-spring,Provintial Reserve,Madikwe Game Reserve,1111
235,MAD,MAD_H04,2018-07-07,2018-09-03,58,-24.80938,26.21879,Cuddeback,Black,MIXED BUSHVELD,Savanna,614.26,1991,0.156785714,0.026219231,0.324957143,0.063417002,winter-spring,Provintial Reserve,Madikwe Game Reserve,1151
236,MAD,MAD_H05,2018-07-07,2018-10-07,92,-24.80932,26.24091,Cuddeback,Black,MIXED BUSHVELD,Savanna,614.26,1991,0.162085714,0.023726878,0.338328571,0.066574713,winter-spring,Provintial Reserve,Madikwe Game Reserve,1151
237,MAD,MAD_H06,2018-07-07,2018-10-08,93,-24.80924,26.26296,Cuddeback,Black,MIXED BUSHVELD,Savanna,614.26,1991,0.154157143,0.028454751,0.316671429,0.063037838,winter-spring,Provintial Reserve,Madikwe Game Reserve,1111
238,MAD,MAD_H07,2018-07-07,2018-07-11,4,-24.81144,26.28311,Cuddeback,Black,MIXED BUSHVELD,Savanna,614.26,1991,0.151128571,0.019490999,0.309042857,0.0496741,winter-spring,Provintial Reserve,Madikwe Game Reserve,1111
239,MAD,MAD_H08,2018-07-07,2018-10-08,93,-24.81243,26.30617,Cuddeback,Black,MIXED BUSHVELD,Savanna,614.26,1991,0.165185714,0.015507249,0.323685714,0.039575389,winter-spring,Provintial Reserve,Madikwe Game Reserve,1111
240,MAD,MAD_H09,2018-07-07,2018-10-07,92,-24.8115,26.32693,Cuddeback,Black,MIXED BUSHVELD,Savanna,614.26,1991,0.147414286,0.019677604,0.306742857,0.045229557,winter-spring,Provintial Reserve,Madikwe Game Reserve,1111
241,MAD,MAD_I04,2018-07-07,2018-10-08,93,-24.82969,26.21544,Cuddeback,Black,MIXED BUSHVELD,Savanna,614.26,1991,0.181642857,0.02499479,0.353942857,0.059523717,winter-spring,Provintial Reserve,Madikwe Game Reserve,1151
242,MAD,MAD_I05,2018-07-07,2018-10-08,93,-24.82754,26.23782,Cuddeback,Black,MIXED BUSHVELD,Savanna,614.26,1991,0.1684,0.023200287,0.313357143,0.050546937,winter-spring,Provintial Reserve,Madikwe Game Reserve,1151
243,MAD,MAD_I06,2018-07-07,2018-10-08,93,-24.82548,26.26108,Cuddeback,Black,MIXED BUSHVELD,Savanna,614.26,1991,0.161814286,0.020829981,0.307014286,0.044770654,winter-spring,Provintial Reserve,Madikwe Game Reserve,1111
244,MAD,MAD_I07,2018-07-07,2018-10-07,92,-24.82696,26.28328,Cuddeback,Black,MIXED BUSHVELD,Savanna,614.26,1991,0.159828571,0.021174333,0.3068,0.043118789,winter-spring,Provintial Reserve,Madikwe Game Reserve,1111
245,MAD,MAD_I08,2018-07-07,2018-10-07,92,-24.83261,26.30714,Cuddeback,Black,MIXED BUSHVELD,Savanna,614.26,1991,0.153257143,0.019411153,0.297357143,0.044288631,winter-spring,Provintial Reserve,Madikwe Game Reserve,1111
246,MAD,MAD_I09,2018-07-07,2018-10-05,90,-24.82819,26.32777,Cuddeback,Black,MIXED BUSHVELD,Savanna,614.26,1991,0.166928571,0.021358739,0.335628571,0.049274189,winter-spring,Provintial Reserve,Madikwe Game Reserve,1111
247,MTZ,MTZ_B04,2018-07-18,2018-07-31,13,-32.18353,25.41295,Scoutguard,White,DANTHONIA MOUNTAIN VELD REPLACED BY KAROO,Nama Karoo,213.81,1937,0.126214286,0.008795724,0.234957143,0.018577213,winter-spring,National Park ,Mountain Zebra National Park,1316
248,MTZ,MTZ_B05,2018-07-18,2018-08-25,38,-32.20826,25.41481,Scoutguard,White,DANTHONIA MOUNTAIN VELD REPLACED BY KAROO,Nama Karoo,213.81,1937,0.120342857,0.008591247,0.214685714,0.008177088,winter-spring,National Park ,Mountain Zebra National Park,1316
249,MTZ,MTZ_B08,2018-07-18,2018-09-14,58,-32.27938,25.4163,Cuddeback,Black,KARROID DANTHONIA MOUNTAIN VELD,Grassland,213.81,1937,0.142085714,0.007664078,0.302685714,0.026140609,winter-spring,National Park ,Mountain Zebra National Park,1601
250,MTZ,MTZ_C06,2018-07-18,2018-10-10,84,-32.23072,25.43576,Scoutguard,White,DANTHONIA MOUNTAIN VELD REPLACED BY KAROO,Grassland,213.81,1937,0.141014286,0.0112133,0.261657143,0.022813582,winter-spring,National Park ,Mountain Zebra National Park,1283
251,MTZ,MTZ_C07,2018-07-18,2018-10-15,89,-32.25661,25.43512,Scoutguard,White,KARROID DANTHONIA MOUNTAIN VELD,Grassland,213.81,1937,0.122271429,0.004331556,0.284728571,0.025302945,winter-spring,National Park ,Mountain Zebra National Park,1511
252,MTZ,MTZ_C08,2018-07-18,2018-10-13,87,-32.28169,25.4236,Cuddeback,Black,KARROID DANTHONIA MOUNTAIN VELD,Grassland,213.81,1937,0.140642857,0.014771127,0.280328571,0.025091215,winter-spring,National Park ,Mountain Zebra National Park,1511
253,MTZ,MTZ_D03,2018-07-18,2018-09-01,45,-32.15953,25.49458,Cuddeback,White,FALSE KARROID BROKEN VELD,Nama Karoo,213.81,1937,0.109485714,0.007830374,0.197857143,0.010698732,winter-spring,National Park ,Mountain Zebra National Park,1089
254,MTZ,MTZ_D04,2018-07-18,2018-10-13,87,-32.18498,25.45414,Scoutguard,White,FALSE KARROID BROKEN VELD,Nama Karoo,213.81,1937,0.124185714,0.012013108,0.222257143,0.014389795,winter-spring,National Park ,Mountain Zebra National Park,1283
255,MTZ,MTZ_D05,2018-07-18,2018-10-15,89,-32.2106,25.45783,Scoutguard,Strobe - White,FALSE KARROID BROKEN VELD,Nama Karoo,213.81,1937,0.117857143,0.010496485,0.240728571,0.020646446,winter-spring,National Park ,Mountain Zebra National Park,1283
256,MTZ,MTZ_D06,2018-07-18,2018-10-16,90,-32.23597,25.4554,Scoutguard,Strobe - White,FALSE KARROID BROKEN VELD,Nama Karoo,213.81,1937,0.124371429,0.012409904,0.294614286,0.012569199,winter-spring,National Park ,Mountain Zebra National Park,1283
257,MTZ,MTZ_D07,2018-07-18,2018-10-14,88,-32.25621,25.45482,Scoutguard,White,KARROID DANTHONIA MOUNTAIN VELD,Grassland,213.81,1937,0.144042857,0.013054738,0.333885714,0.027248757,winter-spring,National Park ,Mountain Zebra National Park,1511
258,MTZ,MTZ_E03,2018-07-18,2018-09-06,50,-32.16055,25.4747,Cuddeback,White,FALSE KARROID BROKEN VELD,Nama Karoo,213.81,1937,0.142885714,0.007529814,0.259,0.013285581,winter-spring,National Park ,Mountain Zebra National Park,1089
259,MTZ,MTZ_E04,2018-07-18,2018-10-15,89,-32.18495,25.47482,Scoutguard,White,FALSE KARROID BROKEN VELD,Nama Karoo,213.81,1937,0.143885714,0.012019072,0.262185714,0.01941558,winter-spring,National Park ,Mountain Zebra National Park,1283
260,MTZ,MTZ_E05,2018-07-18,2018-08-13,26,-32.20864,25.4748,Scoutguard,White,FALSE KARROID BROKEN VELD,Nama Karoo,213.81,1937,0.134985714,0.011065928,0.269285714,0.018826172,winter-spring,National Park ,Mountain Zebra National Park,1283
261,MTZ,MTZ_E06,2018-07-18,2018-08-16,29,-32.2329,25.47482,Scoutguard,White,FALSE KARROID BROKEN VELD,Grassland,213.81,1937,0.116957143,0.007571406,0.243585714,0.014835591,winter-spring,National Park ,Mountain Zebra National Park,1283
262,MTZ,MTZ_F04,2018-07-18,2018-08-04,17,-32.18385,25.49529,Scoutguard,White,FALSE KARROID BROKEN VELD,Nama Karoo,213.81,1937,0.118957143,0.009886499,0.2218,0.017423452,winter-spring,National Park ,Mountain Zebra National Park,1283
263,MTZ,MTZ_F05,2018-07-18,2018-10-13,87,-32.20861,25.49494,Scoutguard,Strobe - White,NAMAQUALAND BROKEN VELD,Succulent Karoo,213.81,1937,0.1112,0.006674079,0.214771429,0.012381265,winter-spring,National Park ,Mountain Zebra National Park,1284
264,MTZ,MTZ_G04,2018-07-18,2018-09-27,71,-32.18459,25.51562,Scoutguard,White,FALSE KARROID BROKEN VELD,Nama Karoo,213.81,1937,0.1145,0.010873822,0.2186,0.019396993,winter-spring,National Park ,Mountain Zebra National Park,1184
265,NAM,NAM_A01,2019-02-26,2019-04-28,61,-30.16191,17.75298,Cuddeback,Black,NAMAQUALAND BROKEN VELD,Fynbos,55000,2001,0.097266667,0.003186639,0.169016667,0.005371189,summer-autunm,National Park ,Namaqua National Park,675
266,NAM,NAM_A02,2019-02-26,2019-04-25,58,-30.14657,17.75787,Cuddeback,Black,NAMAQUALAND BROKEN VELD,Fynbos,55000,2001,0.104633333,0.005540277,0.213116667,0.012137778,summer-autunm,National Park ,Namaqua National Park,675
267,NAM,NAM_A03,2019-02-26,2019-05-01,64,-30.15698,17.73572,Cuddeback,Black,NAMAQUALAND BROKEN VELD,Fynbos,55000,2001,0.099416667,0.00527197,0.170366667,0.003754819,summer-autunm,National Park ,Namaqua National Park,382
268,NAM,NAM_A04,2019-02-26,2019-04-28,61,-30.14656,17.71934,Cuddeback,Black,NAMAQUALAND BROKEN VELD,Fynbos,55000,2001,0.1028,0.003309985,0.169716667,0.003943814,summer-autunm,National Park ,Namaqua National Park,382
269,NAM,NAM_A05,2019-02-26,2019-04-29,62,-30.13824,17.7027,Cuddeback,Black,NAMAQUALAND BROKEN VELD,Succulent Karoo,55000,2001,0.107533333,0.002699383,0.1651,0.005756388,summer-autunm,National Park ,Namaqua National Park,382
270,NAM,NAM_A06,2019-02-26,2019-04-16,49,-30.12051,17.6942,Cuddeback,Black,NAMAQUALAND BROKEN VELD,Succulent Karoo,55000,2001,0.10165,0.002696479,0.171866667,0.00615229,summer-autunm,National Park ,Namaqua National Park,382
271,NAM,NAM_A07,2019-02-26,2019-04-12,45,-30.11074,17.6775,Cuddeback,Black,NAMAQUALAND BROKEN VELD,Succulent Karoo,55000,2001,0.100383333,0.00338728,0.15615,0.004043142,summer-autunm,National Park ,Namaqua National Park,382
272,NAM,NAM_A08,2019-02-26,2019-05-03,66,-30.09779,17.66591,Cuddeback,Black,NAMAQUALAND BROKEN VELD,Succulent Karoo,55000,2001,0.098266667,0.00194285,0.165416667,0.002325009,summer-autunm,National Park ,Namaqua National Park,261
273,NAM,NAM_A09,2019-02-26,2019-04-29,62,-30.08312,17.65278,Cuddeback,Black,SUCCULENT KAROO,Succulent Karoo,55000,2001,0.0914,0.004240755,0.14985,0.004926561,summer-autunm,National Park ,Namaqua National Park,279
274,NAM,NAM_A10,2019-02-26,2019-03-04,6,-30.06282,17.65433,Cuddeback,Black,SUCCULENT KAROO,Succulent Karoo,55000,2001,0.089216667,0.002725741,0.1419,0.001266491,summer-autunm,National Park ,Namaqua National Park,279
275,NAM,NAM_A11,2019-02-26,2019-05-01,64,-30.05457,17.67382,Cuddeback,Black,NAMAQUALAND BROKEN VELD,Fynbos,55000,2001,0.0825,0.005453806,0.15995,0.002513762,summer-autunm,National Park ,Namaqua National Park,551
276,NAM,NAM_A12,2019-02-27,2019-04-28,60,-30.15042,17.69011,Cuddeback,Black,NAMAQUALAND BROKEN VELD,Succulent Karoo,55000,2001,0.082033333,0.003525715,0.142433333,0.007683142,summer-autunm,National Park ,Namaqua National Park,382
277,NAM,NAM_A13,2019-02-27,2019-05-14,76,-30.13839,17.6719,Cuddeback,Black,NAMAQUALAND BROKEN VELD,Succulent Karoo,55000,2001,0.10415,0.005630897,0.180433333,0.006838616,summer-autunm,National Park ,Namaqua National Park,382
278,NAM,NAM_A14,2019-02-27,2019-04-22,54,-30.12846,17.66018,Cuddeback,Black,NAMAQUALAND BROKEN VELD,Succulent Karoo,55000,2001,0.09985,0.005298585,0.160016667,0.0044535,summer-autunm,National Park ,Namaqua National Park,261
279,NAM,NAM_A16,2019-02-27,2019-03-30,31,-30.12596,17.6132,Cuddeback,Black,SUCCULENT KAROO,Succulent Karoo,55000,2001,0.095116667,0.003791262,0.151233333,0.002816144,summer-autunm,National Park ,Namaqua National Park,261
280,NAM,NAM_A17,2019-02-27,2019-03-11,12,-30.10578,17.61174,Cuddeback,Black,SUCCULENT KAROO,Succulent Karoo,55000,2001,0.095766667,0.003767581,0.14995,0.006161412,summer-autunm,National Park ,Namaqua National Park,261
281,NAM,NAM_A18,2019-02-27,2019-03-25,26,-30.0892,17.61819,Cuddeback,Black,SUCCULENT KAROO,Succulent Karoo,55000,2001,0.095933333,0.002536664,0.14565,0.003336915,summer-autunm,National Park ,Namaqua National Park,261
282,NAM,NAM_A19,2019-02-27,2019-03-30,31,-30.07925,17.6328,Cuddeback,Black,SUCCULENT KAROO,Succulent Karoo,55000,2001,0.098483333,0.00310317,0.15245,0.003422718,summer-autunm,National Park ,Namaqua National Park,279
283,NAM,NAM_A20,2019-02-27,2019-03-01,2,-30.06539,17.62456,Cuddeback,Black,SUCCULENT KAROO,Succulent Karoo,55000,2001,0.098733333,0.005011054,0.157616667,0.006439073,summer-autunm,National Park ,Namaqua National Park,279
284,PLN,PLN_A01,2018-02-22,2018-07-08,136,-25.16281,26.96686,Cuddeback,Black,SOURISH MIXED BUSHVELD,Savanna,493.26,1979,0.174428571,0.048390554,0.342714286,0.086105351,winter,Provintial Reserve,Pilanesberg National Park,1093
285,PLN,PLN_A02,2018-02-22,2018-07-02,130,-25.16086,27.02899,Cuddeback,Black,SOUR BUSHVELD,Savanna,493.26,1979,0.196085714,0.049183413,0.401642857,0.095925177,winter,Provintial Reserve,Pilanesberg National Park,1149
286,PLN,PLN_A03,2018-02-22,2018-06-19,117,-25.1775,27.04799,Cuddeback,Black,SOUR BUSHVELD,Savanna,493.26,1979,0.213728571,0.072493878,0.408728571,0.126394801,winter,Provintial Reserve,Pilanesberg National Park,1363
287,PLN,PLN_B01,2018-02-22,2018-05-26,93,-25.21823,26.99153,Cuddeback,Black,SOUR BUSHVELD,Savanna,493.26,1979,0.241385714,0.057294311,0.447642857,0.102122294,winter,Provintial Reserve,Pilanesberg National Park,1235
288,PLN,PLN_B02,2018-02-22,2018-06-24,122,-25.20867,27.02317,Cuddeback,Black,SOUR BUSHVELD,Savanna,493.26,1979,0.231242857,0.055578229,0.454185714,0.103583226,winter,Provintial Reserve,Pilanesberg National Park,1363
289,PLN,PLN_B03,2018-02-22,2018-06-29,127,-25.21794,27.06814,Cuddeback,Black,SOUR BUSHVELD,Savanna,493.26,1979,0.213257143,0.039924965,0.448557143,0.085335824,winter,Provintial Reserve,Pilanesberg National Park,1363
290,PLN,PLN_B04,2018-02-22,2018-07-17,145,-25.21194,27.12563,Cuddeback,Black,SOUR BUSHVELD,Savanna,493.26,1979,0.189228571,0.047360029,0.355171429,0.07593681,winter,Provintial Reserve,Pilanesberg National Park,1245
291,PLN,PLN_B05,2018-02-22,2018-07-14,142,-25.20306,27.16682,Cuddeback,Black,SOUR BUSHVELD,Savanna,493.26,1979,0.170342857,0.035232932,0.3779,0.076148692,winter,Provintial Reserve,Pilanesberg National Park,1155
292,PLN,PLN_C01,2018-02-22,2018-05-25,92,-25.25706,26.97546,Cuddeback,Black,SOUR BUSHVELD,Savanna,493.26,1979,0.214714286,0.057071371,0.448885714,0.110476776,winter,Provintial Reserve,Pilanesberg National Park,1184
293,PLN,PLN_C02,2018-02-22,2018-07-16,144,-25.26014,27.01797,Cuddeback,Black,SOUR BUSHVELD,Savanna,493.26,1979,0.195885714,0.049339687,0.388357143,0.091257508,winter,Provintial Reserve,Pilanesberg National Park,1275
294,PLN,PLN_C03,2018-02-22,2018-08-20,179,-25.25142,27.08037,Cuddeback,Black,SOUR BUSHVELD,Savanna,493.26,1979,0.172342857,0.03529886,0.302257143,0.061926216,winter,Provintial Reserve,Pilanesberg National Park,1275
295,PLN,PLN_C04,2018-02-22,2018-06-16,114,-25.25423,27.11968,Cuddeback,Black,SOUR BUSHVELD,Savanna,493.26,1979,0.133428571,0.044578983,0.324114286,0.088125846,winter,Provintial Reserve,Pilanesberg National Park,1225
296,PLN,PLN_C05,2018-02-22,2018-08-20,179,-25.2517,27.17187,Cuddeback,Black,SOUR BUSHVELD,Savanna,493.26,1979,0.176485714,0.073229671,0.385714286,0.125718289,winter,Provintial Reserve,Pilanesberg National Park,1082
297,PLN,PLN_C06,2018-02-22,2018-06-08,106,-25.25101,27.21082,Cuddeback,Black,SOURISH MIXED BUSHVELD,Savanna,493.26,1979,0.177257143,0.042548986,0.400485714,0.10227146,winter,Provintial Reserve,Pilanesberg National Park,1082
298,PLN,PLN_D01,2018-02-22,2018-05-23,90,-25.29612,26.9715,Cuddeback,Black,SOURISH MIXED BUSHVELD,Savanna,493.26,1979,0.166742857,0.03653988,0.344214286,0.072254352,winter,Provintial Reserve,Pilanesberg National Park,1184
299,PLN,PLN_D02,2018-02-22,2018-07-03,131,-25.30156,27.04135,Cuddeback,Black,SOUR BUSHVELD,Savanna,493.26,1979,0.176342857,0.043750233,0.370528571,0.093884729,winter,Provintial Reserve,Pilanesberg National Park,1275
300,PLN,PLN_D03,2018-02-22,2018-06-26,124,-25.29935,27.08176,Cuddeback,Black,SOUR BUSHVELD,Savanna,493.26,1979,0.177557143,0.0766682,0.430528571,0.123825707,winter,Provintial Reserve,Pilanesberg National Park,1275
301,PLN,PLN_D04,2018-02-22,2018-07-10,138,-25.29895,27.10259,Cuddeback,Black,SOUR BUSHVELD,Savanna,493.26,1979,0.1616,0.037420315,0.333157143,0.075007685,winter,Provintial Reserve,Pilanesberg National Park,1225
302,PLN,PLN_D05,2018-02-22,2018-07-16,144,-25.30343,27.17809,Cuddeback,Black,SOURISH MIXED BUSHVELD,Savanna,493.26,1979,0.218728571,0.066287699,0.461814286,0.127065304,winter,Provintial Reserve,Pilanesberg National Park,1082
303,PLN,PLN_E02,2018-02-22,2018-06-22,120,-25.33536,27.03279,Cuddeback,Black,SOURISH MIXED BUSHVELD,Savanna,493.26,1979,0.186085714,0.056052696,0.399028571,0.110553588,winter,Provintial Reserve,Pilanesberg National Park,1091
304,PLN,PLN_E03,2018-02-22,2018-06-24,122,-25.33667,27.05952,Cuddeback,Black,SOURISH MIXED BUSHVELD,Savanna,493.26,1979,0.154671429,0.039243416,0.369828571,0.090238604,winter,Provintial Reserve,Pilanesberg National Park,1091
305,PLN,PLN_E04,2018-02-22,2018-08-19,178,-25.33503,27.11866,Cuddeback,Black,SOURISH MIXED BUSHVELD,Savanna,493.26,1979,0.185428571,0.041525041,0.430742857,0.101243911,winter,Provintial Reserve,Pilanesberg National Park,1072
306,SOM,SOM_A2,2018-11-14,2019-02-10,88,-27.50663,31.92837,Scoutguard,White,LOWVELD,Savanna,120,2006,0.3617,0.104237243,0.628625,0.106934382,spring-summer,Private reserve,Somkhanda Game Reserve,199
307,SOM,SOM_B1,2018-10-28,2019-02-10,105,-27.52877,31.86694,Scoutguard,White,LOWVELD,Savanna,120,2006,0.4144625,0.054248764,0.72675,0.097302019,spring-summer,Private reserve,Somkhanda Game Reserve,401
308,SOM,SOM_C1,2018-10-23,2019-02-08,108,-27.55126,31.80491,Scoutguard,White,LOWVELD,Savanna,120,2006,0.3582125,0.091369742,0.648525,0.177398081,spring-summer,Private reserve,Somkhanda Game Reserve,365
309,SOM,SOM_C4,2018-11-02,2019-02-10,100,-27.5524,31.86681,Scoutguard,White,LOWVELD,Savanna,120,2006,0.379575,0.091522671,0.70725,0.1661888,spring-summer,Private reserve,Somkhanda Game Reserve,401
310,SOM,SOM_C5,2018-11-04,2018-12-08,34,-27.55146,31.88741,Scoutguard,White,LOWVELD,Savanna,120,2006,0.3974375,0.078438947,0.67075,0.153553276,spring-summer,Private reserve,Somkhanda Game Reserve,401
311,SOM,SOM_C6,2018-11-03,2019-02-09,98,-27.55222,31.90883,Scoutguard,White,LOWVELD,Savanna,120,2006,0.3469,0.092946452,0.6450625,0.14741036,spring-summer,Private reserve,Somkhanda Game Reserve,401
312,SOM,SOM_D1,2018-10-24,2019-02-09,108,-27.57345,31.84638,Scoutguard,White,LOWVELD,Savanna,120,2006,0.349225,0.096222298,0.675725,0.096026942,spring-summer,Private reserve,Somkhanda Game Reserve,401
313,TAN,TAN_A01,2019-06-16,2019-06-21,5,-32.33797596,19.99834699,Cuddeback,Black,SUCCULENT KAROO,Succulent Karoo,1436,1986,0.075983333,0.007408697,0.118641667,0.006676616,winter,National Park ,Tankwa Karoo National Park,401
314,TAN,TAN_A02,2019-06-16,2019-07-11,25,-32.33602004,19.97395196,Cuddeback,Black,SUCCULENT KAROO,Succulent Karoo,1436,1986,0.025641667,0.004487449,0.056416667,0.010404443,winter,National Park ,Tankwa Karoo National Park,401
315,TAN,TAN_A03,2019-06-16,2019-08-18,63,-32.33429404,19.94953204,Cuddeback,Black,SUCCULENT KAROO,Succulent Karoo,1436,1986,0.042316667,0.004022851,0.091925,0.0084158,winter,National Park ,Tankwa Karoo National Park,401
316,TAN,TAN_A04,2019-06-16,2019-07-07,21,-32.33801602,19.92444802,Cuddeback,Black,SUCCULENT KAROO,Succulent Karoo,1436,1986,0.047766667,0.002586093,0.100991667,0.005762016,winter,National Park ,Tankwa Karoo National Park,401
317,TAN,TAN_A05,2019-06-16,2019-08-25,70,-32.34115697,19.899536,Cuddeback,Black,SUCCULENT KAROO,Succulent Karoo,1436,1986,0.025075,0.002470968,0.052266667,0.005074237,winter,National Park ,Tankwa Karoo National Park,370
318,TAN,TAN_A06,2019-06-17,2019-08-12,56,-32.32115901,19.89363799,Cuddeback,Black,SUCCULENT KAROO,Succulent Karoo,1436,1986,0.0504,0.005008175,0.10615,0.013882658,winter,National Park ,Tankwa Karoo National Park,432
319,TAN,TAN_A07,2019-06-17,2019-08-31,75,-32.29937796,19.89110699,Cuddeback,Black,SUCCULENT KAROO,Succulent Karoo,1436,1986,0.052308333,0.00273644,0.1143,0.008463075,winter,National Park ,Tankwa Karoo National Park,432
320,TAN,TAN_A08,2019-06-17,2019-07-26,39,-32.28005298,19.88194004,Cuddeback,Black,SUCCULENT KAROO,Succulent Karoo,1436,1986,0.049883333,0.005266676,0.098625,0.011106356,winter,National Park ,Tankwa Karoo National Park,432
321,TAN,TAN_A09,2019-06-14,2019-08-23,70,-32.25993097,19.88579999,Cuddeback,Black,SUCCULENT KAROO,Succulent Karoo,1436,1986,0.046375,0.007369979,0.097816667,0.011689765,winter,National Park ,Tankwa Karoo National Park,432
322,TAN,TAN_A10,2019-06-17,2019-08-03,47,-32.24540798,19.90314298,Cuddeback,Black,SUCCULENT KAROO,Succulent Karoo,1436,1986,0.038691667,0.00446633,0.073475,0.008230445,winter,National Park ,Tankwa Karoo National Park,435
