Station,Species,DateTimeOriginal,Date,Time,delta.time.secs,delta.time.mins,delta.time.hours,delta.time.days,Directory,FileName,EXIF.Model,EXIF.Make,metadata_Species,metadata_Behaviour,metadata_Number,n_images,metadata_Sex,metadata_young_present,HierarchicalSubject
A03,gemsbokoryx,2019-04-03 8:11,2019-04-03,8:11:47,172,2.9,0,0,E:/GOE/GOE_Roll1/A03,I_00039a.JPG,E3,CUDDEBACK,gemsbokoryx,Moving,1,1,NA,NA,"Behaviour|Moving, Behaviour, Number|1, Number, Species|gemsbokoryx, Species"
A03,gemsbokoryx,2019-04-03 8:16,2019-04-03,8:16:51,304,5.1,0.1,0,E:/GOE/GOE_Roll1/A03,I_00040a.JPG,E3,CUDDEBACK,gemsbokoryx,Moving,1,1,NA,NA,"Behaviour|Moving, Behaviour, Number|1, Number, Species|gemsbokoryx, Species"
A03,gemsbokoryx,2019-04-03 8:29,2019-04-03,8:29:18,747,12.4,0.2,0,E:/GOE/GOE_Roll1/A03,I_00041a.JPG,E3,CUDDEBACK,gemsbokoryx,Moving,1,1,NA,NA,"Behaviour|Moving, Behaviour, Number|1, Number, Species|gemsbokoryx, Species"
A03,gemsbokoryx,2019-04-03 9:27,2019-04-03,9:27:30,3492,58.2,1,0,E:/GOE/GOE_Roll1/A03,I_00042a.JPG,E3,CUDDEBACK,gemsbokoryx,Moving,1,1,NA,NA,"Behaviour|Moving, Behaviour, Number|1, Number, Species|gemsbokoryx, Species"
A03,gemsbokoryx,2019-04-03 9:28,2019-04-03,9:28:31,61,1,0,0,E:/GOE/GOE_Roll1/A03,I_00043a.JPG,E3,CUDDEBACK,gemsbokoryx,Eating,1,1,NA,NA,"Behaviour, Number|1, Number, Species|gemsbokoryx, Species, Behaviour|Eating"
A03,gemsbokoryx,2019-04-09 9:10,2019-04-09,9:10:49,517338,8622.3,143.7,6,E:/GOE/GOE_Roll1/A03,I_00051a.JPG,E3,CUDDEBACK,gemsbokoryx,Moving,1,1,NA,NA,"Behaviour|Moving, Behaviour, Number|1, Number, Species|gemsbokoryx, Species"
A03,gemsbokoryx,2019-04-13 3:55,2019-04-13,3:55:28,326679,5444.6,90.7,3.8,E:/GOE/GOE_Roll1/A03,I_00054a.JPG,E3,CUDDEBACK,gemsbokoryx,Moving,1,1,NA,NA,"Behaviour|Moving, Behaviour, Number|1, Number, Species|gemsbokoryx, Species"
A03,gemsbokoryx,2019-04-20 8:22,2019-04-20,8:22:49,620841,10347.4,172.5,7.2,E:/GOE/GOE_Roll1/A03,I_00064a.JPG,E3,CUDDEBACK,gemsbokoryx,Moving,1,1,NA,NA,"Behaviour|Moving, Behaviour, Number|1, Number, Species|gemsbokoryx, Species"
A03,gemsbokoryx,2019-04-20 8:30,2019-04-20,8:30:06,437,7.3,0.1,0,E:/GOE/GOE_Roll1/A03,I_00065a.JPG,E3,CUDDEBACK,gemsbokoryx,Moving_&_Eating,2,1,NA,NA,"Behaviour|Moving, Behaviour, Number, Species|gemsbokoryx, Number|2, Species, Behaviour|Eating"
A03,gemsbokoryx,2019-04-20 8:32,2019-04-20,8:32:44,158,2.6,0,0,E:/GOE/GOE_Roll1/A03,I_00066a.JPG,E3,CUDDEBACK,gemsbokoryx,Moving,1,1,NA,NA,"Behaviour|Moving, Behaviour, Number|1, Number, Species|gemsbokoryx, Species"
A03,gemsbokoryx,2019-04-20 8:36,2019-04-20,8:36:50,246,4.1,0.1,0,E:/GOE/GOE_Roll1/A03,I_00067a.JPG,E3,CUDDEBACK,gemsbokoryx,Moving,1,1,NA,NA,"Behaviour|Moving, Behaviour, Number|1, Number, Species|gemsbokoryx, Species"
A03,gemsbokoryx,2019-04-20 15:48,2019-04-20,15:48:06,25876,431.3,7.2,0.3,E:/GOE/GOE_Roll1/A03,I_00068a.JPG,E3,CUDDEBACK,gemsbokoryx,Moving,1,1,NA,NA,"Behaviour|Moving, Behaviour, Number|1, Number, Species|gemsbokoryx, Species"
A03,human,2019-03-04 9:43,2019-03-04,9:43:31,0,0,0,0,E:/GOE/GOE_Roll1/A03,I_00001a.JPG,E3,CUDDEBACK,human,NA,NA,1,NA,NA,"Species|human, Species"
A03,human,2019-03-04 9:44,2019-03-04,9:44:44,73,1.2,0,0,E:/GOE/GOE_Roll1/A03,I_00002a.JPG,E3,CUDDEBACK,human,NA,NA,1,NA,NA,"Species|human, Species"
A03,jackalblackbacked,2019-03-06 0:13,2019-03-06,0:13:31,0,0,0,0,E:/GOE/GOE_Roll1/A03,I_00004a.JPG,E3,CUDDEBACK,jackalblackbacked,Moving,1,1,NA,NA,"Behaviour|Moving, Behaviour, Number|1, Number, Species|jackalblackbacked, Species"
A03,jackalblackbacked,2019-04-22 22:58,2019-04-22,22:58:58,4142727,69045.4,1150.8,47.9,E:/GOE/GOE_Roll1/A03,I_00070b.JPG,E3,CUDDEBACK,jackalblackbacked,Interacting,1,1,NA,NA,"Behaviour|Interacting, Behaviour, Number|1, Number, Species|jackalblackbacked, Species"
A03,hare,2019-04-03 16:21,2019-04-03,16:21:52,0,0,0,0,E:/GOE/GOE_Roll1/A03,I_00044a.JPG,E3,CUDDEBACK,rabbitsp,Eating,1,1,NA,NA,"Behaviour, Number|1, Number, Species, Behaviour|Eating, Species|rabbitsp"
A03,hare,2019-04-08 19:36,2019-04-08,19:36:17,443665,7394.4,123.2,5.1,E:/GOE/GOE_Roll1/A03,I_00049a.JPG,E3,CUDDEBACK,rabbitsp,Moving,1,1,NA,NA,"Behaviour|Moving, Behaviour, Number|1, Number, Species, Species|rabbitsp"
A03,springbok,2019-03-05 6:29,2019-03-05,6:29:00,0,0,0,0,E:/GOE/GOE_Roll1/A03,I_00003a.JPG,E3,CUDDEBACK,springbok,Moving,1,1,Unknown,No,"Species|springbok, Behaviour|Moving, Behaviour, Number|1, Number, Sex, Sex|Unknown, young_present, Species, young_present|No"
A03,springbok,2019-03-10 5:28,2019-03-10,5:28:40,428380,7139.7,119,5,E:/GOE/GOE_Roll1/A03,I_00008a.JPG,E3,CUDDEBACK,springbok,Moving,1,1,NA,NA,"Species|springbok, Behaviour|Moving, Behaviour, Number|1, Number, Species"
A03,springbok,2019-03-19 23:03,2019-03-19,23:03:35,840895,14014.9,233.6,9.7,E:/GOE/GOE_Roll1/A03,I_00021a.JPG,E3,CUDDEBACK,springbok,Moving,1,1,NA,NA,"Species|springbok, Behaviour|Moving, Behaviour, Number|1, Number, Species"
A03,springbok,2019-03-22 12:00,2019-03-22,12:00:10,219395,3656.6,60.9,2.5,E:/GOE/GOE_Roll1/A03,I_00024a.JPG,E3,CUDDEBACK,springbok,Moving,1,1,NA,NA,"Species|springbok, Behaviour|Moving, Behaviour, Number|1, Number, Species"
A03,springbok,2019-03-23 11:07,2019-03-23,11:07:08,83218,1387,23.1,1,E:/GOE/GOE_Roll1/A03,I_00026a.JPG,E3,CUDDEBACK,springbok,Moving,1,1,NA,NA,"Species|springbok, Behaviour|Moving, Behaviour, Number|1, Number, Species"
A03,springbok,2019-04-09 4:16,2019-04-09,4:16:12,1444144,24069.1,401.2,16.7,E:/GOE/GOE_Roll1/A03,I_00050a.JPG,E3,CUDDEBACK,springbok,Moving,1,1,NA,NA,"Species|springbok, Behaviour|Moving, Behaviour, Number|1, Number, Species"
A03,springbok,2019-04-14 0:09,2019-04-14,0:09:47,417215,6953.6,115.9,4.8,E:/GOE/GOE_Roll1/A03,I_00055a.JPG,E3,CUDDEBACK,springbok,Moving,1,1,NA,NA,"Species|springbok, Behaviour|Moving, Behaviour, Number|1, Number, Species"
A03,springbok,2019-04-14 0:10,2019-04-14,0:10:52,65,1.1,0,0,E:/GOE/GOE_Roll1/A03,I_00056a.JPG,E3,CUDDEBACK,springbok,Eating,1,1,NA,NA,"Species|springbok, Behaviour, Number|1, Number, Species, Behaviour|Eating"
A03,springbok,2019-04-14 5:08,2019-04-14,5:08:10,17838,297.3,5,0.2,E:/GOE/GOE_Roll1/A03,I_00057a.JPG,E3,CUDDEBACK,springbok,Moving,1,1,NA,NA,"Species|springbok, Behaviour|Moving, Behaviour, Number|1, Number, Species"
A03,springbok,2019-04-15 5:14,2019-04-15,5:14:02,86752,1445.9,24.1,1,E:/GOE/GOE_Roll1/A03,I_00060a.JPG,E3,CUDDEBACK,springbok,Moving,1,1,NA,NA,"Species|springbok, Behaviour|Moving, Behaviour, Number|1, Number, Species"
A03,springbok,2019-04-24 4:31,2019-04-24,4:31:51,775069,12917.8,215.3,9,E:/GOE/GOE_Roll1/A03,I_00072a.JPG,E3,CUDDEBACK,springbok,Moving,1,1,NA,NA,"Species|springbok, Behaviour|Moving, Behaviour, Number|1, Number, Species"
A03,springbok,2019-04-24 4:34,2019-04-24,4:34:57,186,3.1,0.1,0,E:/GOE/GOE_Roll1/A03,I_00073a.JPG,E3,CUDDEBACK,springbok,Moving,1,1,NA,NA,"Species|springbok, Behaviour|Moving, Behaviour, Number|1, Number, Species"
A03,springbok,2019-04-27 5:48,2019-04-27,5:48:16,263599,4393.3,73.2,3.1,E:/GOE/GOE_Roll1/A03,I_00076a.JPG,E3,CUDDEBACK,springbok,Moving,1,1,NA,NA,"Species|springbok, Behaviour|Moving, Behaviour, Number|1, Number, Species"
A03,springbok,2019-04-27 5:49,2019-04-27,5:49:20,64,1.1,0,0,E:/GOE/GOE_Roll1/A03,I_00077a.JPG,E3,CUDDEBACK,springbok,Moving,1,1,NA,NA,"Species|springbok, Behaviour|Moving, Behaviour, Number|1, Number, Species"
A03,springbok,2019-04-27 5:51,2019-04-27,5:51:33,133,2.2,0,0,E:/GOE/GOE_Roll1/A03,I_00078a.JPG,E3,CUDDEBACK,springbok,Moving,1,1,NA,NA,"Species|springbok, Behaviour|Moving, Behaviour, Number|1, Number, Species"
A03,springbok,2019-04-27 5:52,2019-04-27,5:52:33,60,1,0,0,E:/GOE/GOE_Roll1/A03,I_00079a.JPG,E3,CUDDEBACK,springbok,Moving,1,1,NA,NA,"Species|springbok, Behaviour|Moving, Behaviour, Number|1, Number, Species"
A03,springbok,2019-04-27 6:12,2019-04-27,6:12:32,1199,20,0.3,0,E:/GOE/GOE_Roll1/A03,I_00080a.JPG,E3,CUDDEBACK,springbok,Moving,1,1,NA,NA,"Species|springbok, Behaviour|Moving, Behaviour, Number|1, Number, Species"
A03,springbok,2019-04-27 6:23,2019-04-27,6:23:58,686,11.4,0.2,0,E:/GOE/GOE_Roll1/A03,I_00081a.JPG,E3,CUDDEBACK,springbok,Moving,1,1,NA,NA,"Species|springbok, Behaviour|Moving, Behaviour, Number|1, Number, Species"
A03,springbok,2019-04-27 6:27,2019-04-27,6:27:21,203,3.4,0.1,0,E:/GOE/GOE_Roll1/A03,I_00082a.JPG,E3,CUDDEBACK,springbok,Moving,1,1,NA,NA,"Species|springbok, Behaviour|Moving, Behaviour, Number|1, Number, Species"
A03,springbok,2019-04-30 7:42,2019-04-30,7:42:05,263684,4394.7,73.2,3.1,E:/GOE/GOE_Roll1/A03,I_00083a.JPG,E3,CUDDEBACK,springbok,Moving,1,1,NA,NA,"Species|springbok, Behaviour|Moving, Behaviour, Number|1, Number, Species"
A03,springbok,2019-04-30 22:29,2019-04-30,22:29:43,53258,887.6,14.8,0.6,E:/GOE/GOE_Roll1/A03,I_00084a.JPG,E3,CUDDEBACK,springbok,Moving,1,1,NA,NA,"Species|springbok, Behaviour|Moving, Behaviour, Number|1, Number, Species"
A03,springbok,2019-04-30 22:31,2019-04-30,22:31:31,108,1.8,0,0,E:/GOE/GOE_Roll1/A03,I_00085a.JPG,E3,CUDDEBACK,springbok,Moving,1,1,NA,NA,"Species|springbok, Behaviour|Moving, Behaviour, Number|1, Number, Species"
A03,springbok,2019-04-30 22:35,2019-04-30,22:35:09,218,3.6,0.1,0,E:/GOE/GOE_Roll1/A03,I_00086b.JPG,E3,CUDDEBACK,springbok,Moving,1,1,NA,NA,"Species|springbok, Behaviour|Moving, Behaviour, Number|1, Number, Species"
A03,springbok,2019-04-30 22:37,2019-04-30,22:37:13,124,2.1,0,0,E:/GOE/GOE_Roll1/A03,I_00087a.JPG,E3,CUDDEBACK,springbok,Moving_&_Eating,1,1,NA,NA,"Species|springbok, Behaviour|Moving, Behaviour, Number|1, Number, Species, Behaviour|Eating"
A03,steenbok,2019-03-14 13:35,2019-03-14,13:35:43,0,0,0,0,E:/GOE/GOE_Roll1/A03,I_00017a.JPG,E3,CUDDEBACK,steenbok,Moving,1,1,NA,NA,"Behaviour|Moving, Behaviour, Number|1, Species|steenbok, Number, Species"
A03,steenbok,2019-03-24 18:52,2019-03-24,18:52:43,883020,14717,245.3,10.2,E:/GOE/GOE_Roll1/A03,I_00027a.JPG,E3,CUDDEBACK,steenbok,Moving,1,1,NA,NA,"Behaviour|Moving, Behaviour, Number|1, Species|steenbok, Number, Species"
A03,steenbok,2019-03-24 18:57,2019-03-24,18:57:18,275,4.6,0.1,0,E:/GOE/GOE_Roll1/A03,I_00028a.JPG,E3,CUDDEBACK,steenbok,Moving,1,1,NA,NA,"Behaviour|Moving, Behaviour, Number|1, Species|steenbok, Number, Species"
A03,steenbok,2019-04-07 15:14,2019-04-07,15:14:03,1196205,19936.8,332.3,13.8,E:/GOE/GOE_Roll1/A03,I_00047a.JPG,E3,CUDDEBACK,steenbok,Moving,1,1,NA,NA,"Behaviour|Moving, Behaviour, Number|1, Species|steenbok, Number, Species"
A03,steenbok,2019-04-22 23:06,2019-04-22,23:06:30,1324347,22072.4,367.9,15.3,E:/GOE/GOE_Roll1/A03,I_00071a.JPG,E3,CUDDEBACK,steenbok,Moving,1,1,NA,NA,"Behaviour|Moving, Behaviour, Number|1, Species|steenbok, Number, Species"
A03,unknown,2019-03-13 17:30,2019-03-13,17:30:18,0,0,0,0,E:/GOE/GOE_Roll1/A03,I_00013a.JPG,E3,CUDDEBACK,unknown,NA,NA,1,NA,NA,"Species|unknown, Species"
A03,unknown,2019-03-26 4:51,2019-03-26,4:51:01,1077643,17960.7,299.3,12.5,E:/GOE/GOE_Roll1/A03,I_00029a.JPG,E3,CUDDEBACK,unknown,NA,NA,1,NA,NA,"Species|unknown, Species"
A03,unknown,2019-04-03 17:38,2019-04-03,17:38:54,737273,12287.9,204.8,8.5,E:/GOE/GOE_Roll1/A03,I_00045a.JPG,E3,CUDDEBACK,unknown,NA,NA,1,NA,NA,"Species|unknown, Species"
A03,unknown,2019-04-10 16:54,2019-04-10,16:54:51,602157,10036,167.3,7,E:/GOE/GOE_Roll1/A03,I_00052a.JPG,E3,CUDDEBACK,unknown,NA,NA,1,NA,NA,"Species|unknown, Species"
A03,unknown,2019-04-13 3:45,2019-04-13,3:45:43,211852,3530.9,58.8,2.4,E:/GOE/GOE_Roll1/A03,I_00053b.JPG,E3,CUDDEBACK,unknown,NA,NA,1,NA,NA,"Species|unknown, Species"
A03,unknown,2019-04-24 4:31,2019-04-24,4:31:51,953168,15886.1,264.8,11,E:/GOE/GOE_Roll1/A03,I_00072b.JPG,E3,CUDDEBACK,unknown,NA,NA,1,NA,NA,"Species|unknown, Species"
A03,unknown,2019-04-25 15:15,2019-04-25,15:15:49,125038,2084,34.7,1.4,E:/GOE/GOE_Roll1/A03,I_00075a.JPG,E3,CUDDEBACK,unknown,NA,NA,1,NA,NA,"Species|unknown, Species"
A03,unknown,2019-05-02 14:24,2019-05-02,14:24:12,601703,10028.4,167.1,7,E:/GOE/GOE_Roll1/A03,I_00088a.JPG,E3,CUDDEBACK,unknown,NA,NA,1,NA,NA,"Species|unknown, Species"
A03,zebramountain,2019-03-14 6:02,2019-03-14,6:02:04,0,0,0,0,E:/GOE/GOE_Roll1/A03,I_00015a.JPG,E3,CUDDEBACK,zebramountain,Moving,1,1,NA,NA,"Behaviour|Moving, Behaviour, Number|1, Species|zebramountain, Number, Species"
A03,zebramountain,2019-03-14 6:03,2019-03-14,6:03:05,61,1,0,0,E:/GOE/GOE_Roll1/A03,I_00016a.JPG,E3,CUDDEBACK,zebramountain,Moving,1,1,NA,NA,"Behaviour|Moving, Behaviour, Number|1, Species|zebramountain, Number, Species"
A03,zebramountain,2019-03-27 14:54,2019-03-27,14:54:10,1155065,19251.1,320.9,13.4,E:/GOE/GOE_Roll1/A03,I_00033a.JPG,E3,CUDDEBACK,zebramountain,Moving,1,1,NA,NA,"Behaviour|Moving, Behaviour, Number|1, Species|zebramountain, Number, Species"
A03,zebramountain,2019-03-27 14:55,2019-03-27,14:55:12,62,1,0,0,E:/GOE/GOE_Roll1/A03,I_00034a.JPG,E3,CUDDEBACK,zebramountain,Standing_&_Moving,2,1,NA,NA,"Behaviour|Standing, Behaviour|Moving, Behaviour, Species|zebramountain, Number, Number|2, Species"
A03,zebramountain,2019-03-27 14:56,2019-03-27,14:56:12,60,1,0,0,E:/GOE/GOE_Roll1/A03,I_00035a.JPG,E3,CUDDEBACK,zebramountain,Moving,2,1,NA,NA,"Behaviour|Moving, Behaviour, Species|zebramountain, Number, Number|2, Species"
A03,zebramountain,2019-04-14 16:18,2019-04-14,16:18:51,1560159,26002.7,433.4,18.1,E:/GOE/GOE_Roll1/A03,I_00059a.JPG,E3,CUDDEBACK,zebramountain,Moving,1,1,NA,NA,"Behaviour|Moving, Behaviour, Number|1, Species|zebramountain, Number, Species"
A03,zebramountain,2019-04-16 9:45,2019-04-16,9:45:57,149226,2487.1,41.5,1.7,E:/GOE/GOE_Roll1/A03,I_00061a.JPG,E3,CUDDEBACK,zebramountain,Moving,1,1,NA,NA,"Behaviour|Moving, Behaviour, Number|1, Species|zebramountain, Number, Species"
A03,zebramountain,2019-04-24 14:57,2019-04-24,14:57:14,709877,11831.3,197.2,8.2,E:/GOE/GOE_Roll1/A03,I_00074a.JPG,E3,CUDDEBACK,zebramountain,Moving,1,1,NA,NA,"Behaviour|Moving, Behaviour, Number|1, Species|zebramountain, Number, Species"
A04,aardvarkantbear,2019-03-14 1:00,2019-03-14,1:00:09,0,0,0,0,E:/GOE/GOE_Roll1/A04,I_00006b.JPG,E3,CUDDEBACK,aardvarkantbear,Moving,1,1,NA,NA,"Behaviour|Moving, Behaviour, Number|1, Number, Species|aardvarkantbear, Species"
A04,aardvarkantbear,2019-04-02 16:54,2019-04-02,16:54:02,1698833,28313.9,471.9,19.7,E:/GOE/GOE_Roll1/A04,I_00019a.JPG,E3,CUDDEBACK,aardvarkantbear,Moving,1,1,NA,NA,"Behaviour|Moving, Behaviour, Number|1, Number, Species|aardvarkantbear, Species"
A04,duikercommon,2019-03-10 17:36,2019-03-10,17:36:58,0,0,0,0,E:/GOE/GOE_Roll1/A04,I_00003c.JPG,E3,CUDDEBACK,duikercommon,Eating,1,1,NA,NA,"Species|duikercommon, Behaviour, Number|1, Number, Species, Behaviour|Eating"
A04,duikercommon,2019-03-21 22:50,2019-03-21,22:50:52,969234,16153.9,269.2,11.2,E:/GOE/GOE_Roll1/A04,I_00013a.JPG,E3,CUDDEBACK,duikercommon,Moving,1,1,NA,NA,"Species|duikercommon, Behaviour|Moving, Behaviour, Number|1, Number, Species"
A04,duikercommon,2019-03-21 22:53,2019-03-21,22:53:10,138,2.3,0,0,E:/GOE/GOE_Roll1/A04,I_00014a.JPG,E3,CUDDEBACK,duikercommon,Moving,1,1,NA,NA,"Species|duikercommon, Behaviour|Moving, Behaviour, Number|1, Number, Species"
A04,duikercommon,2019-04-15 21:31,2019-04-15,21:31:17,2155087,35918.1,598.6,24.9,E:/GOE/GOE_Roll1/A04,I_00023a.JPG,E3,CUDDEBACK,duikercommon,Eating,1,1,NA,NA,"Species|duikercommon, Behaviour, Number|1, Number, Species, Behaviour|Eating"
A04,duikercommon,2019-05-01 21:15,2019-05-01,21:15:27,1381450,23024.2,383.7,16,E:/GOE/GOE_Roll1/A04,I_00037a.JPG,E3,CUDDEBACK,duikercommon,Moving,1,1,NA,NA,"Species|duikercommon, Behaviour|Moving, Behaviour, Number|1, Number, Species"
A04,human,2019-03-04 10:18,2019-03-04,10:18:53,0,0,0,0,E:/GOE/GOE_Roll1/A04,I_00001a.JPG,E3,CUDDEBACK,human,NA,NA,1,NA,NA,"Species|human, Species"
A04,human,2019-03-04 10:19,2019-03-04,10:19:55,62,1,0,0,E:/GOE/GOE_Roll1/A04,I_00002a.JPG,E3,CUDDEBACK,human,NA,NA,1,NA,NA,"Species|human, Species"
A04,jackalblackbacked,2019-03-13 17:43,2019-03-13,17:43:55,0,0,0,0,E:/GOE/GOE_Roll1/A04,I_00005a.JPG,E3,CUDDEBACK,jackalblackbacked,Moving,1,1,NA,NA,"Behaviour|Moving, Behaviour, Number|1, Number, Species|jackalblackbacked, Species"
A04,steenbok,2019-03-21 16:05,2019-03-21,16:05:34,0,0,0,0,E:/GOE/GOE_Roll1/A04,I_00012a.JPG,E3,CUDDEBACK,steenbok,Moving,1,1,NA,NA,"Behaviour|Moving, Behaviour, Number|1, Species|steenbok, Number, Species"
A04,steenbok,2019-04-20 22:30,2019-04-20,22:30:29,2615095,43584.9,726.4,30.3,E:/GOE/GOE_Roll1/A04,I_00028a.JPG,E3,CUDDEBACK,steenbok,Moving,1,1,NA,NA,"Behaviour|Moving, Behaviour, Number|1, Species|steenbok, Number, Species"
A04,steenbok,2019-04-24 23:19,2019-04-24,23:19:31,348542,5809,96.8,4,E:/GOE/GOE_Roll1/A04,I_00030a.JPG,E3,CUDDEBACK,steenbok,Moving,1,1,NA,NA,"Behaviour|Moving, Behaviour, Number|1, Species|steenbok, Number, Species"
A04,steenbok,2019-04-24 23:56,2019-04-24,23:56:12,2201,36.7,0.6,0,E:/GOE/GOE_Roll1/A04,I_00031a.JPG,E3,CUDDEBACK,steenbok,Moving,1,1,NA,NA,"Behaviour|Moving, Behaviour, Number|1, Species|steenbok, Number, Species"
A04,steenbok,2019-04-25 21:30,2019-04-25,21:30:19,77647,1294.1,21.6,0.9,E:/GOE/GOE_Roll1/A04,I_00033a.JPG,E3,CUDDEBACK,steenbok,Moving,1,1,NA,NA,"Behaviour|Moving, Behaviour, Number|1, Species|steenbok, Number, Species"
A04,unknown,2019-03-13 16:55,2019-03-13,16:55:26,0,0,0,0,E:/GOE/GOE_Roll1/A04,I_00004a.JPG,E3,CUDDEBACK,unknown,NA,NA,1,NA,NA,"Species|unknown, Species"
A04,unknown,2019-03-22 19:21,2019-03-22,19:21:42,786376,13106.3,218.4,9.1,E:/GOE/GOE_Roll1/A04,I_00015a.JPG,E3,CUDDEBACK,unknown,NA,NA,1,NA,NA,"Species|unknown, Species"
A04,zebramountain,2019-03-15 12:22,2019-03-15,12:22:37,0,0,0,0,E:/GOE/GOE_Roll1/A04,I_00008a.JPG,E3,CUDDEBACK,zebramountain,Eating,2,1,NA,NA,"Behaviour, Species|zebramountain, Number, Number|2, Species, Behaviour|Eating"
A04,zebramountain,2019-03-15 12:24,2019-03-15,12:24:19,102,1.7,0,0,E:/GOE/GOE_Roll1/A04,I_00009a.JPG,E3,CUDDEBACK,zebramountain,Moving,1,1,NA,NA,"Behaviour|Moving, Behaviour, Number|1, Species|zebramountain, Number, Species"
A04,zebramountain,2019-03-20 2:16,2019-03-20,2:16:50,395551,6592.5,109.9,4.6,E:/GOE/GOE_Roll1/A04,I_00011a.JPG,E3,CUDDEBACK,zebramountain,Eating,4,1,NA,NA,"Behaviour, Species|zebramountain, Number, Number|4, Species, Behaviour|Eating"
A04,zebramountain,2019-03-25 22:30,2019-03-25,22:30:04,504794,8413.2,140.2,5.8,E:/GOE/GOE_Roll1/A04,I_00017a.JPG,E3,CUDDEBACK,zebramountain,Standing_&_Moving,2,1,NA,NA,"Behaviour|Standing, Behaviour|Moving, Behaviour, Species|zebramountain, Number, Number|2, Species"
A04,zebramountain,2019-04-23 8:27,2019-04-23,8:27:24,2455040,40917.3,682,28.4,E:/GOE/GOE_Roll1/A04,I_00029a.JPG,E3,CUDDEBACK,zebramountain,Eating,1,1,NA,NA,"Behaviour, Number|1, Species|zebramountain, Number, Species, Behaviour|Eating"
A04,zebramountain,2019-04-26 12:04,2019-04-26,12:04:56,272252,4537.5,75.6,3.1,E:/GOE/GOE_Roll1/A04,I_00034a.JPG,E3,CUDDEBACK,zebramountain,Moving,1,1,NA,NA,"Behaviour|Moving, Behaviour, Number|1, Species|zebramountain, Number, Species"
A05,aardvarkantbear,2019-03-13 10:21,2019-03-13,10:21:00,0,0,0,0,E:/GOE/GOE_Roll1/A05,I_00005a.JPG,E3,CUDDEBACK,aardvarkantbear,Eating,1,1,NA,NA,"Behaviour, Number|1, Number, Species|aardvarkantbear, Species, Behaviour|Eating"
A05,aardvarkantbear,2019-03-20 16:36,2019-03-20,16:36:59,627359,10456,174.3,7.3,E:/GOE/GOE_Roll1/A05,I_00013a.JPG,E3,CUDDEBACK,aardvarkantbear,Moving,1,1,NA,NA,"Behaviour|Moving, Behaviour, Number|1, Number, Species|aardvarkantbear, Species"
A05,aardvarkantbear,2019-05-01 6:41,2019-05-01,6:41:17,3593058,59884.3,998.1,41.6,E:/GOE/GOE_Roll1/A05,I_00032a.JPG,E3,CUDDEBACK,aardvarkantbear,Moving,1,1,NA,NA,"Behaviour|Moving, Behaviour, Number|1, Number, Species|aardvarkantbear, Species"
A05,aardwolf,2019-03-06 19:13,2019-03-06,19:13:50,0,0,0,0,E:/GOE/GOE_Roll1/A05,I_00002a.JPG,E3,CUDDEBACK,aardwolf,Moving,1,1,NA,NA,"Behaviour|Moving, Behaviour, Number|1, Species|aardwolf, Number, Species"
A05,aardwolf,2019-03-13 10:33,2019-03-13,10:33:54,573604,9560.1,159.3,6.6,E:/GOE/GOE_Roll1/A05,I_00006a.JPG,E3,CUDDEBACK,aardwolf,Moving,1,1,NA,NA,"Behaviour|Moving, Behaviour, Number|1, Species|aardwolf, Number, Species"
A05,aardwolf,2019-04-20 8:56,2019-04-20,8:56:55,3277381,54623,910.4,37.9,E:/GOE/GOE_Roll1/A05,I_00030a.JPG,E3,CUDDEBACK,aardwolf,Moving,1,1,NA,NA,"Behaviour|Moving, Behaviour, Number|1, Species|aardwolf, Number, Species"
A05,baboon,2019-03-22 14:28,2019-03-22,14:28:50,0,0,0,0,E:/GOE/GOE_Roll1/A05,I_00014a.JPG,E3,CUDDEBACK,baboon,Moving_&_Resting,3,1,NA,Yes,"Number|3, young_present|Yes, Behaviour|Moving, Behaviour, Number, young_present, Behaviour|Resting, Species|baboon, Species"
A05,baboon,2019-03-22 14:32,2019-03-22,14:32:43,233,3.9,0.1,0,E:/GOE/GOE_Roll1/A05,I_00015a.JPG,E3,CUDDEBACK,baboon,Moving_&_Resting,2,1,NA,NA,"Behaviour|Moving, Behaviour, Number, Behaviour|Resting, Number|2, Species|baboon, Species"
A05,duikercommon,2019-03-14 3:23,2019-03-14,3:23:55,0,0,0,0,E:/GOE/GOE_Roll1/A05,I_00009a.JPG,E3,CUDDEBACK,duikercommon,Moving,1,1,NA,NA,"Species|duikercommon, Behaviour|Moving, Behaviour, Number|1, Number, Species"
A05,gemsbokoryx,2019-03-26 5:07,2019-03-26,5:07:03,0,0,0,0,E:/GOE/GOE_Roll1/A05,I_00018a.JPG,E3,CUDDEBACK,gemsbokoryx,Moving,1,1,NA,NA,"Behaviour|Moving, Behaviour, Number|1, Number, Species|gemsbokoryx, Species"
A05,gemsbokoryx,2019-03-26 5:08,2019-03-26,5:08:04,61,1,0,0,E:/GOE/GOE_Roll1/A05,I_00019a.JPG,E3,CUDDEBACK,gemsbokoryx,Moving,1,1,NA,NA,"Behaviour|Moving, Behaviour, Number|1, Number, Species|gemsbokoryx, Species"
A05,gemsbokoryx,2019-05-08 9:12,2019-05-08,9:12:32,3729868,62164.5,1036.1,43.2,E:/GOE/GOE_Roll1/A05,I_00034a.JPG,E3,CUDDEBACK,gemsbokoryx,Eating,1,1,NA,NA,"Behaviour, Number|1, Number, Species|gemsbokoryx, Species, Behaviour|Eating"
