Station,Species,DateTimeOriginal,Date,Time,delta.time.secs,delta.time.mins,delta.time.hours,delta.time.days,Directory,FileName,EXIF.Model,EXIF.Make,metadata_Species,metadata_Behaviour,metadata_Number,n_images,metadata_Sex,metadata_young_present,HierarchicalSubject
A05,gemsbokoryx,2019-05-08 9:13,2019-05-08,9:13:34,62,1,0,0,E:/GOE/GOE_Roll1/A05,I_00035a.JPG,E3,CUDDEBACK,gemsbokoryx,Eating,1,1,NA,NA,"Behaviour, Number|1, Number, Species|gemsbokoryx, Species, Behaviour|Eating"
A05,gemsbokoryx,2019-05-08 10:43,2019-05-08,10:43:18,5384,89.7,1.5,0.1,E:/GOE/GOE_Roll1/A05,I_00036a.JPG,E3,CUDDEBACK,gemsbokoryx,Standing,1,1,NA,NA,"Behaviour|Standing, Behaviour, Number|1, Number, Species|gemsbokoryx, Species"
A05,gemsbokoryx,2019-05-08 10:45,2019-05-08,10:45:44,146,2.4,0,0,E:/GOE/GOE_Roll1/A05,I_00037a.JPG,E3,CUDDEBACK,gemsbokoryx,Standing,1,1,NA,NA,"Behaviour|Standing, Behaviour, Number|1, Number, Species|gemsbokoryx, Species"
A05,gemsbokoryx,2019-05-08 11:58,2019-05-08,11:58:26,4362,72.7,1.2,0,E:/GOE/GOE_Roll1/A05,I_00038a.JPG,E3,CUDDEBACK,gemsbokoryx,Standing,1,1,NA,NA,"Behaviour|Standing, Behaviour, Number|1, Number, Species|gemsbokoryx, Species"
A05,gemsbokoryx,2019-05-08 12:00,2019-05-08,12:00:57,151,2.5,0,0,E:/GOE/GOE_Roll1/A05,I_00039a.JPG,E3,CUDDEBACK,gemsbokoryx,Moving,1,1,NA,NA,"Behaviour|Moving, Behaviour, Number|1, Number, Species|gemsbokoryx, Species"
A05,gemsbokoryx,2019-05-08 13:03,2019-05-08,13:03:23,3746,62.4,1,0,E:/GOE/GOE_Roll1/A05,I_00040a.JPG,E3,CUDDEBACK,gemsbokoryx,Resting,1,1,NA,NA,"Behaviour, Number|1, Number, Species|gemsbokoryx, Behaviour|Resting, Species"
A05,gemsbokoryx,2019-05-08 13:54,2019-05-08,13:54:08,3045,50.8,0.8,0,E:/GOE/GOE_Roll1/A05,I_00041a.JPG,E3,CUDDEBACK,gemsbokoryx,Standing,1,1,NA,NA,"Behaviour|Standing, Behaviour, Number|1, Number, Species|gemsbokoryx, Species"
A05,gemsbokoryx,2019-05-08 16:01,2019-05-08,16:01:57,7669,127.8,2.1,0.1,E:/GOE/GOE_Roll1/A05,I_00043a.JPG,E3,CUDDEBACK,gemsbokoryx,Eating,1,1,NA,NA,"Behaviour, Number|1, Number, Species|gemsbokoryx, Species, Behaviour|Eating"
A05,human,2019-03-04 10:51,2019-03-04,10:51:09,0,0,0,0,E:/GOE/GOE_Roll1/A05,I_00001a.JPG,E3,CUDDEBACK,human,NA,NA,1,NA,NA,"Species|human, Species"
A05,steenbok,2019-03-17 1:33,2019-03-17,1:33:17,0,0,0,0,E:/GOE/GOE_Roll1/A05,I_00012a.JPG,E3,CUDDEBACK,steenbok,Moving,1,1,NA,NA,"Behaviour|Moving, Behaviour, Number|1, Species|steenbok, Number, Species"
A05,steenbok,2019-04-18 14:40,2019-04-18,14:40:09,2812012,46866.9,781.1,32.5,E:/GOE/GOE_Roll1/A05,I_00027a.JPG,E3,CUDDEBACK,steenbok,Moving,1,1,NA,NA,"Behaviour|Moving, Behaviour, Number|1, Species|steenbok, Number, Species"
A05,steenbok,2019-04-18 14:41,2019-04-18,14:41:38,89,1.5,0,0,E:/GOE/GOE_Roll1/A05,I_00028a.JPG,E3,CUDDEBACK,steenbok,Moving,1,1,NA,NA,"Behaviour|Moving, Behaviour, Number|1, Species|steenbok, Number, Species"
A05,steenbok,2019-04-21 8:23,2019-04-21,8:23:15,236497,3941.6,65.7,2.7,E:/GOE/GOE_Roll1/A05,I_00031a.JPG,E3,CUDDEBACK,steenbok,Moving,1,1,NA,NA,"Behaviour|Moving, Behaviour, Number|1, Species|steenbok, Number, Species"
A05,steenbok,2019-05-02 16:40,2019-05-02,16:40:39,980244,16337.4,272.3,11.3,E:/GOE/GOE_Roll1/A05,I_00033c.JPG,E3,CUDDEBACK,steenbok,Moving,1,1,NA,NA,"Behaviour|Moving, Behaviour, Number|1, Species|steenbok, Number, Species"
A05,unknown,2019-03-13 12:41,2019-03-13,12:41:43,0,0,0,0,E:/GOE/GOE_Roll1/A05,I_00007a.JPG,E3,CUDDEBACK,unknown,NA,NA,1,NA,NA,"Species|unknown, Species"
A05,unknown,2019-03-17 1:31,2019-03-17,1:31:59,305416,5090.3,84.8,3.5,E:/GOE/GOE_Roll1/A05,I_00011b.JPG,E3,CUDDEBACK,unknown,NA,NA,1,NA,NA,"Species|unknown, Species"
A05,unknown,2019-05-02 16:40,2019-05-02,16:40:39,4028920,67148.7,1119.1,46.6,E:/GOE/GOE_Roll1/A05,I_00033a.JPG,E3,CUDDEBACK,unknown,NA,NA,1,NA,NA,"Species|unknown, Species"
A05,unknown,2019-05-11 9:12,2019-05-11,9:12:11,750692,12511.5,208.5,8.7,E:/GOE/GOE_Roll1/A05,I_00044a.JPG,E3,CUDDEBACK,unknown,NA,NA,1,NA,NA,"Species|unknown, Species"
A05,unknown,2019-05-14 4:19,2019-05-14,4:19:45,241654,4027.6,67.1,2.8,E:/GOE/GOE_Roll1/A05,I_00045a.JPG,E3,CUDDEBACK,unknown,NA,NA,1,NA,NA,"Species|unknown, Species"
A05,zebramountain,2019-04-05 13:49,2019-04-05,13:49:01,0,0,0,0,E:/GOE/GOE_Roll1/A05,I_00020a.JPG,E3,CUDDEBACK,zebramountain,Standing,1,1,NA,NA,"Behaviour|Standing, Behaviour, Number|1, Species|zebramountain, Number, Species"
A05,zebramountain,2019-04-05 13:50,2019-04-05,13:50:01,60,1,0,0,E:/GOE/GOE_Roll1/A05,I_00021a.JPG,E3,CUDDEBACK,zebramountain,Eating,1,1,NA,NA,"Behaviour, Number|1, Species|zebramountain, Number, Species, Behaviour|Eating"
A05,zebramountain,2019-04-05 13:51,2019-04-05,13:51:40,99,1.6,0,0,E:/GOE/GOE_Roll1/A05,I_00022a.JPG,E3,CUDDEBACK,zebramountain,Eating,1,1,NA,NA,"Behaviour, Number|1, Species|zebramountain, Number, Species, Behaviour|Eating"
A05,zebramountain,2019-04-05 13:52,2019-04-05,13:52:44,64,1.1,0,0,E:/GOE/GOE_Roll1/A05,I_00023a.JPG,E3,CUDDEBACK,zebramountain,Eating,1,1,NA,NA,"Behaviour, Number|1, Species|zebramountain, Number, Species, Behaviour|Eating"
A05,zebramountain,2019-04-05 13:55,2019-04-05,13:55:14,150,2.5,0,0,E:/GOE/GOE_Roll1/A05,I_00024a.JPG,E3,CUDDEBACK,zebramountain,Eating,1,1,NA,NA,"Behaviour, Number|1, Species|zebramountain, Number, Species, Behaviour|Eating"
A05,zebramountain,2019-04-06 7:21,2019-04-06,7:21:48,62794,1046.6,17.4,0.7,E:/GOE/GOE_Roll1/A05,I_00025a.JPG,E3,CUDDEBACK,zebramountain,Eating,1,1,NA,NA,"Behaviour, Number|1, Species|zebramountain, Number, Species, Behaviour|Eating"
A05,zebramountain,2019-04-08 18:59,2019-04-08,18:59:37,214669,3577.8,59.6,2.5,E:/GOE/GOE_Roll1/A05,I_00026a.JPG,E3,CUDDEBACK,zebramountain,Moving_&_Eating,1,1,NA,NA,"Behaviour|Moving, Behaviour, Number|1, Species|zebramountain, Number, Species, Behaviour|Eating"
A05,zebramountain,2019-04-19 8:48,2019-04-19,8:48:54,913757,15229.3,253.8,10.6,E:/GOE/GOE_Roll1/A05,I_00029a.JPG,E3,CUDDEBACK,zebramountain,Standing,1,1,NA,NA,"Behaviour|Standing, Behaviour, Number|1, Species|zebramountain, Number, Species"
A06,aardwolf,2019-04-02 21:38,2019-04-02,21:38:04,0,0,0,0,E:/GOE/GOE_Roll1/A06,I_00006a.JPG,E3,CUDDEBACK,aardwolf,Standing,1,1,NA,NA,"Behaviour|Standing, Behaviour, Number|1, Species|aardwolf, Number, Species"
A06,duikercommon,2019-03-17 2:40,2019-03-17,2:40:29,0,0,0,0,E:/GOE/GOE_Roll1/A06,I_00003a.JPG,E3,CUDDEBACK,duikercommon,Moving,1,1,NA,NA,"Species|duikercommon, Behaviour|Moving, Behaviour, Number|1, Number, Species"
A06,duikercommon,2019-03-29 19:12,2019-03-29,19:12:52,1096343,18272.4,304.5,12.7,E:/GOE/GOE_Roll1/A06,I_00005a.JPG,E3,CUDDEBACK,duikercommon,Moving,1,1,NA,NA,"Species|duikercommon, Behaviour|Moving, Behaviour, Number|1, Number, Species"
A06,duikercommon,2019-04-06 3:26,2019-04-06,3:26:16,634404,10573.4,176.2,7.3,E:/GOE/GOE_Roll1/A06,I_00007a.JPG,E3,CUDDEBACK,duikercommon,Moving,1,1,NA,NA,"Species|duikercommon, Behaviour|Moving, Behaviour, Number|1, Number, Species"
A06,duikercommon,2019-04-10 8:58,2019-04-10,8:58:43,365547,6092.4,101.5,4.2,E:/GOE/GOE_Roll1/A06,I_00008a.JPG,E3,CUDDEBACK,duikercommon,Moving,1,1,NA,NA,"Species|duikercommon, Behaviour|Moving, Behaviour, Number|1, Number, Species"
A06,duikercommon,2019-04-12 18:07,2019-04-12,18:07:35,205732,3428.9,57.1,2.4,E:/GOE/GOE_Roll1/A06,I_00009a.JPG,E3,CUDDEBACK,duikercommon,Moving,1,1,NA,NA,"Species|duikercommon, Behaviour|Moving, Behaviour, Number|1, Number, Species"
A06,duikercommon,2019-04-26 23:05,2019-04-26,23:05:56,1227501,20458.3,341,14.2,E:/GOE/GOE_Roll1/A06,I_00012a.JPG,E3,CUDDEBACK,duikercommon,Eating,1,1,NA,NA,"Species|duikercommon, Behaviour, Number|1, Number, Species, Behaviour|Eating"
A06,gemsbokoryx,2019-04-18 9:08,2019-04-18,9:08:45,0,0,0,0,E:/GOE/GOE_Roll1/A06,I_00010a.JPG,E3,CUDDEBACK,gemsbokoryx,Moving,1,1,NA,NA,"Behaviour|Moving, Behaviour, Number|1, Number, Species|gemsbokoryx, Species"
A06,human,2019-03-04 11:25,2019-03-04,11:25:33,0,0,0,0,E:/GOE/GOE_Roll1/A06,I_00001a.JPG,E3,CUDDEBACK,human,NA,NA,1,NA,NA,"Species|human, Species"
A06,human,2019-03-04 11:26,2019-03-04,11:26:36,63,1,0,0,E:/GOE/GOE_Roll1/A06,I_00002a.JPG,E3,CUDDEBACK,human,NA,NA,1,NA,NA,"Species|human, Species"
A06,unknown,2019-03-27 19:41,2019-03-27,19:41:42,0,0,0,0,E:/GOE/GOE_Roll1/A06,I_00004a.JPG,E3,CUDDEBACK,unknown,NA,NA,1,NA,NA,"Species|unknown, Species"
A06,zebramountain,2019-04-18 20:06,2019-04-18,20:06:21,0,0,0,0,E:/GOE/GOE_Roll1/A06,I_00011a.JPG,E3,CUDDEBACK,zebramountain,Moving,1,1,NA,NA,"Behaviour|Moving, Behaviour, Number|1, Species|zebramountain, Number, Species"
A07,aardwolf,2019-03-04 23:29,2019-03-04,23:29:54,0,0,0,0,E:/GOE/GOE_Roll1/A07,I_00003a.JPG,E3,CUDDEBACK,aardwolf,Moving,1,1,NA,NA,"Behaviour|Moving, Behaviour, Number|1, Species|aardwolf, Number, Species"
A07,aardwolf,2019-03-05 22:32,2019-03-05,22:32:38,82964,1382.7,23,1,E:/GOE/GOE_Roll1/A07,I_00004a.JPG,E3,CUDDEBACK,aardwolf,Moving,1,1,NA,NA,"Behaviour|Moving, Behaviour, Number|1, Species|aardwolf, Number, Species"
A07,aardwolf,2019-03-15 21:27,2019-03-15,21:27:15,860077,14334.6,238.9,10,E:/GOE/GOE_Roll1/A07,I_00006a.JPG,E3,CUDDEBACK,aardwolf,Moving,1,1,NA,NA,"Behaviour|Moving, Behaviour, Number|1, Species|aardwolf, Number, Species"
A07,aardwolf,2019-03-15 21:28,2019-03-15,21:28:20,65,1.1,0,0,E:/GOE/GOE_Roll1/A07,I_00007a.JPG,E3,CUDDEBACK,aardwolf,Eating,1,1,NA,NA,"Behaviour, Number|1, Species|aardwolf, Number, Species, Behaviour|Eating"
A07,aardwolf,2019-03-20 21:53,2019-03-20,21:53:18,433498,7225,120.4,5,E:/GOE/GOE_Roll1/A07,I_00011a.JPG,E3,CUDDEBACK,aardwolf,Moving,1,1,NA,NA,"Behaviour|Moving, Behaviour, Number|1, Species|aardwolf, Number, Species"
A07,aardwolf,2019-03-26 23:53,2019-03-26,23:53:42,525624,8760.4,146,6.1,E:/GOE/GOE_Roll1/A07,I_00013b.JPG,E3,CUDDEBACK,aardwolf,Moving,1,1,NA,NA,"Behaviour|Moving, Behaviour, Number|1, Species|aardwolf, Number, Species"
A07,aardwolf,2019-04-11 22:14,2019-04-11,22:14:20,1376438,22940.6,382.3,15.9,E:/GOE/GOE_Roll1/A07,I_00018a.JPG,E3,CUDDEBACK,aardwolf,Standing,1,1,NA,NA,"Behaviour|Standing, Behaviour, Number|1, Species|aardwolf, Number, Species"
A07,aardwolf,2019-04-28 18:58,2019-04-28,18:58:18,1457038,24284,404.7,16.9,E:/GOE/GOE_Roll1/A07,I_00019a.JPG,E3,CUDDEBACK,aardwolf,Moving,1,1,NA,NA,"Behaviour|Moving, Behaviour, Number|1, Species|aardwolf, Number, Species"
A07,duikercommon,2019-03-11 22:12,2019-03-11,22:12:31,0,0,0,0,E:/GOE/GOE_Roll1/A07,I_00005a.JPG,E3,CUDDEBACK,duikercommon,Moving,1,1,NA,NA,"Species|duikercommon, Behaviour|Moving, Behaviour, Number|1, Number, Species"
A07,gemsbokoryx,2019-03-20 5:35,2019-03-20,5:35:51,0,0,0,0,E:/GOE/GOE_Roll1/A07,I_00009a.JPG,E3,CUDDEBACK,gemsbokoryx,Moving,1,1,NA,NA,"Behaviour|Moving, Behaviour, Number|1, Number, Species|gemsbokoryx, Species"
A07,gemsbokoryx,2019-03-28 16:54,2019-03-28,16:54:21,731910,12198.5,203.3,8.5,E:/GOE/GOE_Roll1/A07,I_00014a.JPG,E3,CUDDEBACK,gemsbokoryx,Moving,1,1,NA,NA,"Behaviour|Moving, Behaviour, Number|1, Number, Species|gemsbokoryx, Species"
A07,gemsbokoryx,2019-04-01 21:38,2019-04-01,21:38:50,362669,6044.5,100.7,4.2,E:/GOE/GOE_Roll1/A07,I_00015a.JPG,E3,CUDDEBACK,gemsbokoryx,Moving,1,1,NA,NA,"Behaviour|Moving, Behaviour, Number|1, Number, Species|gemsbokoryx, Species"
A07,human,2019-03-04 11:48,2019-03-04,11:48:00,0,0,0,0,E:/GOE/GOE_Roll1/A07,I_00001a.JPG,E3,CUDDEBACK,human,NA,NA,1,NA,NA,"Species|human, Species"
A07,human,2019-03-04 11:49,2019-03-04,11:49:01,61,1,0,0,E:/GOE/GOE_Roll1/A07,I_00002a.JPG,E3,CUDDEBACK,human,NA,NA,1,NA,NA,"Species|human, Species"
A07,unknown,2019-03-25 21:14,2019-03-25,21:14:53,0,0,0,0,E:/GOE/GOE_Roll1/A07,I_00012a.JPG,E3,CUDDEBACK,unknown,NA,NA,1,NA,NA,"Species|unknown, Species"
A08,gemsbokoryx,2019-03-11 17:30,2019-03-11,17:30:51,0,0,0,0,E:/GOE/GOE_Roll1/A08,I_00005a.JPG,E3,CUDDEBACK,gemsbokoryx,Eating,1,1,NA,NA,"Behaviour, Number|1, Number, Species|gemsbokoryx, Species, Behaviour|Eating"
A08,gemsbokoryx,2019-05-10 11:24,2019-05-10,11:24:20,5162009,86033.5,1433.9,59.7,E:/GOE/GOE_Roll1/A08,I_00014a.JPG,E3,CUDDEBACK,gemsbokoryx,Moving,1,1,NA,NA,"Behaviour|Moving, Behaviour, Number|1, Number, Species|gemsbokoryx, Species"
A08,human,2019-03-04 12:09,2019-03-04,12:09:54,0,0,0,0,E:/GOE/GOE_Roll1/A08,I_00001a.JPG,E3,CUDDEBACK,human,NA,NA,1,NA,NA,"Species|human, Species"
A08,human,2019-03-04 12:10,2019-03-04,12:10:54,60,1,0,0,E:/GOE/GOE_Roll1/A08,I_00002a.JPG,E3,CUDDEBACK,human,NA,NA,1,NA,NA,"Species|human, Species"
A08,zebramountain,2019-03-04 21:32,2019-03-04,21:32:03,0,0,0,0,E:/GOE/GOE_Roll1/A08,I_00003a.JPG,E3,CUDDEBACK,zebramountain,Moving,1,1,NA,NA,"Behaviour|Moving, Behaviour, Number|1, Species|zebramountain, Number, Species"
A08,zebramountain,2019-03-04 21:35,2019-03-04,21:35:11,188,3.1,0.1,0,E:/GOE/GOE_Roll1/A08,I_00004a.JPG,E3,CUDDEBACK,zebramountain,Moving,1,1,NA,NA,"Behaviour|Moving, Behaviour, Number|1, Species|zebramountain, Number, Species"
A09,aardvarkantbear,2019-03-27 3:15,2019-03-27,3:15:55,0,0,0,0,E:/GOE/GOE_Roll1/A09,I_00014a.JPG,E3,CUDDEBACK,aardvarkantbear,Moving,1,1,NA,NA,"Behaviour|Moving, Behaviour, Number|1, Number, Species|aardvarkantbear, Species"
A09,duikercommon,2019-03-11 20:51,2019-03-11,20:51:02,0,0,0,0,E:/GOE/GOE_Roll1/A09,I_00003a.JPG,E3,CUDDEBACK,duikercommon,Moving,1,1,NA,NA,"Species|duikercommon, Behaviour|Moving, Behaviour, Number|1, Number, Species"
A09,duikercommon,2019-03-13 1:50,2019-03-13,1:50:29,104367,1739.4,29,1.2,E:/GOE/GOE_Roll1/A09,I_00004a.JPG,E3,CUDDEBACK,duikercommon,Moving,1,1,NA,NA,"Species|duikercommon, Behaviour|Moving, Behaviour, Number|1, Number, Species"
A09,duikercommon,2019-03-17 4:00,2019-03-17,4:00:15,353386,5889.8,98.2,4.1,E:/GOE/GOE_Roll1/A09,I_00006a.JPG,E3,CUDDEBACK,duikercommon,Moving,1,1,NA,NA,"Species|duikercommon, Behaviour|Moving, Behaviour, Number|1, Number, Species"
A09,duikercommon,2019-03-23 23:01,2019-03-23,23:01:28,586873,9781.2,163,6.8,E:/GOE/GOE_Roll1/A09,I_00008a.JPG,E3,CUDDEBACK,duikercommon,Moving,1,1,NA,NA,"Species|duikercommon, Behaviour|Moving, Behaviour, Number|1, Number, Species"
A09,duikercommon,2019-04-10 23:38,2019-04-10,23:38:04,1557396,25956.6,432.6,18,E:/GOE/GOE_Roll1/A09,I_00021a.JPG,E3,CUDDEBACK,duikercommon,Eating,1,1,NA,NA,"Species|duikercommon, Behaviour, Number|1, Number, Species, Behaviour|Eating"
A09,duikercommon,2019-05-02 20:34,2019-05-02,20:34:26,1889782,31496.4,524.9,21.9,E:/GOE/GOE_Roll1/A09,I_00041a.JPG,E3,CUDDEBACK,duikercommon,Eating,1,1,NA,NA,"Species|duikercommon, Behaviour, Number|1, Number, Species, Behaviour|Eating"
A09,duikercommon,2019-05-02 20:36,2019-05-02,20:36:05,99,1.6,0,0,E:/GOE/GOE_Roll1/A09,I_00042a.JPG,E3,CUDDEBACK,duikercommon,Eating,1,1,NA,NA,"Species|duikercommon, Behaviour, Number|1, Number, Species, Behaviour|Eating"
A09,gemsbokoryx,2019-04-14 6:42,2019-04-14,6:42:36,0,0,0,0,E:/GOE/GOE_Roll1/A09,I_00025a.JPG,E3,CUDDEBACK,gemsbokoryx,Moving,1,1,NA,NA,"Behaviour|Moving, Behaviour, Number|1, Number, Species|gemsbokoryx, Species"
A09,gemsbokoryx,2019-04-24 10:06,2019-04-24,10:06:06,876210,14603.5,243.4,10.1,E:/GOE/GOE_Roll1/A09,I_00036a.JPG,E3,CUDDEBACK,gemsbokoryx,Moving,1,1,NA,NA,"Behaviour|Moving, Behaviour, Number|1, Number, Species|gemsbokoryx, Species"
A09,gemsbokoryx,2019-05-02 11:00,2019-05-02,11:00:51,694485,11574.8,192.9,8,E:/GOE/GOE_Roll1/A09,I_00040a.JPG,E3,CUDDEBACK,gemsbokoryx,Standing_&_Moving,1,1,NA,NA,"Behaviour|Standing, Behaviour|Moving, Behaviour, Number|1, Number, Species|gemsbokoryx, Species"
A09,human,2019-03-04 12:29,2019-03-04,12:29:49,0,0,0,0,E:/GOE/GOE_Roll1/A09,I_00001a.JPG,E3,CUDDEBACK,human,NA,NA,1,NA,NA,"Species|human, Species"
A09,human,2019-03-04 12:30,2019-03-04,12:30:56,67,1.1,0,0,E:/GOE/GOE_Roll1/A09,I_00002a.JPG,E3,CUDDEBACK,human,NA,NA,1,NA,NA,"Species|human, Species"
A09,jackalblackbacked,2019-04-26 21:21,2019-04-26,21:21:18,0,0,0,0,E:/GOE/GOE_Roll1/A09,I_00037a.JPG,E3,CUDDEBACK,jackalblackbacked,Moving,1,1,NA,NA,"Behaviour|Moving, Behaviour, Number|1, Number, Species|jackalblackbacked, Species"
A09,hare,2019-03-14 2:26,2019-03-14,2:26:34,0,0,0,0,E:/GOE/GOE_Roll1/A09,I_00005a.JPG,E3,CUDDEBACK,rabbitsp,Moving,1,1,NA,NA,"Behaviour|Moving, Behaviour, Number|1, Number, Species, Species|rabbitsp"
A09,hare,2019-03-24 21:58,2019-03-24,21:58:28,934314,15571.9,259.5,10.8,E:/GOE/GOE_Roll1/A09,I_00010a.JPG,E3,CUDDEBACK,rabbitsp,Moving,1,1,NA,NA,"Behaviour|Moving, Behaviour, Number|1, Number, Species, Species|rabbitsp"
A09,hare,2019-03-24 23:06,2019-03-24,23:06:44,4096,68.3,1.1,0,E:/GOE/GOE_Roll1/A09,I_00011a.JPG,E3,CUDDEBACK,rabbitsp,Moving,1,1,NA,NA,"Behaviour|Moving, Behaviour, Number|1, Number, Species, Species|rabbitsp"
A09,hare,2019-04-11 0:45,2019-04-11,0:45:42,1474738,24579,409.6,17.1,E:/GOE/GOE_Roll1/A09,I_00022a.JPG,E3,CUDDEBACK,rabbitsp,Eating,1,1,NA,NA,"Behaviour, Number|1, Number, Species, Behaviour|Eating, Species|rabbitsp"
A09,unknown,2019-03-23 23:03,2019-03-23,23:03:10,0,0,0,0,E:/GOE/GOE_Roll1/A09,I_00009a.JPG,E3,CUDDEBACK,unknown,NA,NA,1,NA,NA,"Species|unknown, Species"
A09,unknown,2019-03-30 7:48,2019-03-30,7:48:30,549920,9165.3,152.8,6.4,E:/GOE/GOE_Roll1/A09,I_00017a.JPG,E3,CUDDEBACK,unknown,NA,NA,1,NA,NA,"Species|unknown, Species"
A09,unknown,2019-04-10 23:36,2019-04-10,23:36:54,1007304,16788.4,279.8,11.7,E:/GOE/GOE_Roll1/A09,I_00020a.JPG,E3,CUDDEBACK,unknown,NA,NA,1,NA,NA,"Species|unknown, Species"
A09,unknown,2019-04-11 20:40,2019-04-11,20:40:46,75832,1263.9,21.1,0.9,E:/GOE/GOE_Roll1/A09,I_00023a.JPG,E3,CUDDEBACK,unknown,NA,NA,1,NA,NA,"Species|unknown, Species"
A09,unknown,2019-04-17 0:49,2019-04-17,0:49:28,446922,7448.7,124.1,5.2,E:/GOE/GOE_Roll1/A09,I_00027c.JPG,E3,CUDDEBACK,unknown,NA,NA,1,NA,NA,"Species|unknown, Species"
A09,unknown,2019-04-19 4:40,2019-04-19,4:40:23,186655,3110.9,51.8,2.2,E:/GOE/GOE_Roll1/A09,I_00030a.JPG,E3,CUDDEBACK,unknown,NA,NA,1,NA,NA,"Species|unknown, Species"
A09,unknown,2019-05-03 2:45,2019-05-03,2:45:13,1202690,20044.8,334.1,13.9,E:/GOE/GOE_Roll1/A09,I_00046c.JPG,E3,CUDDEBACK,unknown,NA,NA,1,NA,NA,"Species|unknown, Species"
A09,zebramountain,2019-03-17 23:51,2019-03-17,23:51:27,0,0,0,0,E:/GOE/GOE_Roll1/A09,I_00007a.JPG,E3,CUDDEBACK,zebraburchells,Eating,1,1,NA,NA,"Species|zebraburchells, Behaviour, Number|1, Number, Species, Behaviour|Eating"
A09,zebramountain,2019-03-25 0:23,2019-03-25,0:23:01,0,0,0,0,E:/GOE/GOE_Roll1/A09,I_00012a.JPG,E3,CUDDEBACK,zebramountain,Eating,1,1,NA,NA,"Behaviour, Number|1, Species|zebramountain, Number, Species, Behaviour|Eating"
A09,zebramountain,2019-03-25 0:24,2019-03-25,0:24:01,60,1,0,0,E:/GOE/GOE_Roll1/A09,I_00013a.JPG,E3,CUDDEBACK,zebramountain,Eating,1,1,NA,NA,"Behaviour, Number|1, Species|zebramountain, Number, Species, Behaviour|Eating"
A09,zebramountain,2019-03-29 0:06,2019-03-29,0:06:39,344558,5742.6,95.7,4,E:/GOE/GOE_Roll1/A09,I_00015b.JPG,E3,CUDDEBACK,zebramountain,Eating,1,1,NA,NA,"Behaviour, Number|1, Species|zebramountain, Number, Species, Behaviour|Eating"
A09,zebramountain,2019-03-29 0:07,2019-03-29,0:07:39,60,1,0,0,E:/GOE/GOE_Roll1/A09,I_00016a.JPG,E3,CUDDEBACK,zebramountain,Eating,1,1,NA,NA,"Behaviour, Number|1, Species|zebramountain, Number, Species, Behaviour|Eating"
A09,zebramountain,2019-03-30 8:48,2019-03-30,8:48:48,117669,1961.2,32.7,1.4,E:/GOE/GOE_Roll1/A09,I_00018a.JPG,E3,CUDDEBACK,zebramountain,Moving,1,1,NA,NA,"Behaviour|Moving, Behaviour, Number|1, Species|zebramountain, Number, Species"
A09,zebramountain,2019-04-16 18:50,2019-04-16,18:50:24,1504896,25081.6,418,17.4,E:/GOE/GOE_Roll1/A09,I_00026a.JPG,E3,CUDDEBACK,zebramountain,Moving,1,1,NA,NA,"Behaviour|Moving, Behaviour, Number|1, Species|zebramountain, Number, Species"
A09,zebramountain,2019-04-18 11:39,2019-04-18,11:39:29,146945,2449.1,40.8,1.7,E:/GOE/GOE_Roll1/A09,I_00028a.JPG,E3,CUDDEBACK,zebramountain,Moving,1,1,NA,NA,"Behaviour|Moving, Behaviour, Number|1, Species|zebramountain, Number, Species"
A09,zebramountain,2019-04-18 18:31,2019-04-18,18:31:33,24724,412.1,6.9,0.3,E:/GOE/GOE_Roll1/A09,I_00029a.JPG,E3,CUDDEBACK,zebramountain,Moving,1,1,NA,NA,"Behaviour|Moving, Behaviour, Number|1, Species|zebramountain, Number, Species"
A09,zebramountain,2019-04-21 8:25,2019-04-21,8:25:53,222860,3714.3,61.9,2.6,E:/GOE/GOE_Roll1/A09,I_00031a.JPG,E3,CUDDEBACK,zebramountain,Eating,1,1,NA,NA,"Behaviour, Number|1, Species|zebramountain, Number, Species, Behaviour|Eating"
A09,zebramountain,2019-04-21 8:27,2019-04-21,8:27:36,103,1.7,0,0,E:/GOE/GOE_Roll1/A09,I_00032a.JPG,E3,CUDDEBACK,zebramountain,Moving,1,1,NA,NA,"Behaviour|Moving, Behaviour, Number|1, Species|zebramountain, Number, Species"
A09,zebramountain,2019-04-21 18:39,2019-04-21,18:39:42,36726,612.1,10.2,0.4,E:/GOE/GOE_Roll1/A09,I_00033a.JPG,E3,CUDDEBACK,zebramountain,Moving,1,1,NA,NA,"Behaviour|Moving, Behaviour, Number|1, Species|zebramountain, Number, Species"
A09,zebramountain,2019-04-21 18:43,2019-04-21,18:43:17,215,3.6,0.1,0,E:/GOE/GOE_Roll1/A09,I_00034a.JPG,E3,CUDDEBACK,zebramountain,Moving,1,1,NA,NA,"Behaviour|Moving, Behaviour, Number|1, Species|zebramountain, Number, Species"
A09,zebramountain,2019-04-21 19:54,2019-04-21,19:54:13,4256,70.9,1.2,0,E:/GOE/GOE_Roll1/A09,I_00035b.JPG,E3,CUDDEBACK,zebramountain,Eating,1,1,NA,NA,"Behaviour, Number|1, Species|zebramountain, Number, Species, Behaviour|Eating"
A09,zebramountain,2019-04-27 23:53,2019-04-27,23:53:49,532776,8879.6,148,6.2,E:/GOE/GOE_Roll1/A09,I_00038a.JPG,E3,CUDDEBACK,zebramountain,Eating,1,1,NA,NA,"Behaviour, Number|1, Species|zebramountain, Number, Species, Behaviour|Eating"
